# Mach-Number upstream,Mach-Number downstream,temperature upstream,temperature downstream,f,Mic1 US,Mic2 US,Mic3 US,Mic1 Liner,Mic2 Liner,Mic3 Liner,Mic4 Liner,Mic5 Liner,Mic6 Liner,Mic7 Liner,Mic8 Liner,Mic9 Liner,Mic10 Liner,Mic1 DS,Mic2 DS,Mic3 DS,case
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.030000000000000000e+03+0.000000000000000000e+00j), (-9.064247012138366699e-01-4.408263266086578369e-01j), (1.939910531044006348e+00+7.761967182159423828e-01j), (2.649178743362426758e+00+4.036876857280731201e-01j), (-1.795225501060485840e+00-2.168760538101196289e+00j), (-1.152787446975708008e+00-5.209425687789916992e-01j), (-4.510383903980255127e-01+1.820304632186889648e+00j), (-1.258587986230850220e-01+2.858335971832275391e+00j), (-2.573472633957862854e-02+1.484558939933776855e+00j), (8.042289614677429199e-01-9.204167127609252930e-01j), (1.868873000144958496e+00-2.175957202911376953e+00j), (1.486743927001953125e+00-1.499542117118835449e+00j), (-5.183302164077758789e-01+8.252138644456863403e-02j), (-2.617937803268432617e+00+7.057134509086608887e-01j), (2.092204809188842773e+00+1.621497511863708496e+00j), (-1.108135953545570374e-01-1.806515008211135864e-01j), (-4.675922095775604248e-01+1.977359652519226074e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.030000000000000000e+03+0.000000000000000000e+00j), (3.457002341747283936e-01+6.656146645545959473e-01j), (1.096834897994995117e+00+1.259056031703948975e-01j), (9.125759601593017578e-01+1.585266232490539551e+00j), (2.414467334747314453e-01-1.858594179153442383e+00j), (1.117680072784423828e+00-6.832931637763977051e-01j), (3.686209917068481445e-01+1.196144104003906250e+00j), (-1.278919935226440430e+00+1.653798937797546387e+00j), (-1.828088283538818359e+00+7.094063609838485718e-02j), (-1.486321538686752319e-01-1.547207713127136230e+00j), (2.010074138641357422e+00-9.932153224945068359e-01j), (2.068714857101440430e+00+8.615342974662780762e-01j), (-2.559233903884887695e-01+1.730435609817504883e+00j), (-2.398255586624145508e+00+1.404265314340591431e-01j), (2.241014242172241211e-01+2.511621236801147461e+00j), (-1.700658679008483887e+00+2.810848951339721680e-01j), (-2.366854399442672729e-01+2.077679157257080078e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.040000000000000000e+03+0.000000000000000000e+00j), (-4.977389872074127197e-01+2.369965463876724243e-01j), (3.204351961612701416e-01-6.596153974533081055e-01j), (7.216239720582962036e-02-1.350450992584228516e+00j), (-9.690569639205932617e-01+9.852486848831176758e-01j), (-4.536848962306976318e-01+7.280808687210083008e-01j), (6.007783412933349609e-01+1.737274080514907837e-01j), (1.333469986915588379e+00-1.531835645437240601e-01j), (9.545707702636718750e-01-8.635374903678894043e-02j), (-2.132560610771179199e-01-1.918237954378128052e-01j), (-1.112271785736083984e+00-6.484290361404418945e-01j), (-9.815402030944824219e-01-6.874855756759643555e-01j), (-8.772690594196319580e-02+1.693381741642951965e-02j), (5.182359814643859863e-01+1.041115641593933105e+00j), (6.022959947586059570e-01-1.181317210197448730e+00j), (4.610471054911613464e-02-5.639796704053878784e-02j), (8.776903748512268066e-01+4.995046928524971008e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.040000000000000000e+03+0.000000000000000000e+00j), (-9.914746880531311035e-01-6.183245778083801270e-01j), (1.449111938476562500e+00-1.851215362548828125e-01j), (2.377058029174804688e+00-1.436598181724548340e+00j), (-2.789067506790161133e+00-5.235505104064941406e-01j), (-1.792978167533874512e+00+4.684453830122947693e-02j), (3.414182662963867188e-01+1.212028861045837402e+00j), (1.753574013710021973e+00+2.090270757675170898e+00j), (1.254214406013488770e+00+1.538735628128051758e+00j), (1.222519800066947937e-01-5.436436533927917480e-01j), (-1.491156816482543945e-01-2.588673114776611328e+00j), (6.507976353168487549e-02-2.462777137756347656e+00j), (-1.110922247171401978e-01-1.855447292327880859e-01j), (-1.185815334320068359e+00+2.030989646911621094e+00j), (2.690449476242065430e+00-3.119867444038391113e-01j), (1.801790297031402588e-01+1.366505399346351624e-02j), (8.634929656982421875e-01+1.534918665885925293e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.040000000000000000e+03+0.000000000000000000e+00j), (6.760894656181335449e-01+2.457366883754730225e-01j), (9.498745203018188477e-01-7.535535097122192383e-01j), (1.740383625030517578e+00+3.782216608524322510e-01j), (-1.171090722084045410e+00-1.416012048721313477e+00j), (3.955777585506439209e-01-1.071395754814147949e+00j), (1.163519024848937988e+00+8.091244101524353027e-01j), (2.356825619935989380e-01+2.090219736099243164e+00j), (-1.256011962890625000e+00+1.044555783271789551e+00j), (-1.027496933937072754e+00-1.330444693565368652e+00j), (9.047689437866210938e-01-2.138035774230957031e+00j), (1.952254533767700195e+00-5.424873828887939453e-01j), (5.864828824996948242e-01+1.652523517608642578e+00j), (-1.942435741424560547e+00+1.629501342773437500e+00j), (1.563933730125427246e+00+1.786282300949096680e+00j), (-1.448230862617492676e+00+8.875584006309509277e-01j), (8.603582382202148438e-01+2.166565179824829102e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.040000000000000000e+03+0.000000000000000000e+00j), (-2.902734577655792236e-01+7.998409867286682129e-02j), (-1.542554050683975220e-01+4.913325607776641846e-01j), (-6.974259614944458008e-01+2.819131910800933838e-01j), (7.532925009727478027e-01+2.221110314130783081e-01j), (1.198347955942153931e-01+4.702792167663574219e-01j), (-5.958669185638427734e-01-1.275463867932558060e-02j), (-5.767040252685546875e-01-6.866648197174072266e-01j), (1.824162453413009644e-01-6.787214279174804688e-01j), (6.736776232719421387e-01+2.153229266405105591e-01j), (1.938801556825637817e-01+9.726025462150573730e-01j), (-5.542362928390502930e-01+6.599166989326477051e-01j), (-5.902907252311706543e-01-4.345779418945312500e-01j), (2.963315546512603760e-01-1.022943973541259766e+00j), (-9.706927537918090820e-01-2.762668132781982422e-01j), (2.909588813781738281e-01-6.520978808403015137e-01j), (-8.098962903022766113e-01-5.698058009147644043e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.050000000000000000e+03+0.000000000000000000e+00j), (-5.607736110687255859e-01+3.653504848480224609e-01j), (1.854164004325866699e-01-3.418487906455993652e-01j), (-4.324380755424499512e-01-9.224586486816406250e-01j), (-2.832926213741302490e-01+9.781438112258911133e-01j), (-1.204421296715736389e-01+8.630890250205993652e-01j), (3.030324578285217285e-01+1.059979051351547241e-01j), (7.612972259521484375e-01-5.766940116882324219e-01j), (7.316462993621826172e-01-5.383247733116149902e-01j), (3.286980837583541870e-02-1.293467581272125244e-01j), (-8.729430437088012695e-01+3.209920972585678101e-02j), (-1.037673234939575195e+00-4.651804640889167786e-02j), (-2.816165387630462646e-01-2.691565640270709991e-02j), (6.616962552070617676e-01+3.765830099582672119e-01j), (-1.117145568132400513e-01-1.042517542839050293e+00j), (5.931119900196790695e-03-2.117688506841659546e-01j), (5.066335797309875488e-01-2.849276065826416016e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.050000000000000000e+03+0.000000000000000000e+00j), (-1.418137192726135254e+00-5.451133847236633301e-01j), (8.855700492858886719e-01-1.120887845754623413e-01j), (1.121443867683410645e+00-2.013242959976196289e+00j), (-2.191567897796630859e+00+7.703773975372314453e-01j), (-1.755438566207885742e+00+9.041565656661987305e-01j), (1.965770721435546875e-01+7.010411024093627930e-01j), (2.046810626983642578e+00+6.562627553939819336e-01j), (1.948512077331542969e+00+6.564705967903137207e-01j), (2.935289740562438965e-01-9.499470889568328857e-02j), (-1.180076003074645996e+00-1.572495937347412109e+00j), (-1.262570500373840332e+00-1.987766861915588379e+00j), (-3.115268349647521973e-01-5.534297227859497070e-01j), (1.524455845355987549e-01+1.708992719650268555e+00j), (1.796886563301086426e+00-1.576306462287902832e+00j), (4.103626012802124023e-01-2.381723821163177490e-01j), (1.176135182380676270e+00+5.858901739120483398e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.050000000000000000e+03+0.000000000000000000e+00j), (6.070994138717651367e-01-6.306612491607666016e-02j), (4.368767738342285156e-01-1.085023045539855957e+00j), (1.422271966934204102e+00-5.266833901405334473e-01j), (-1.487693309783935547e+00-5.078500509262084961e-01j), (1.161313895136117935e-02-8.621286153793334961e-01j), (1.378474116325378418e+00+2.532438635826110840e-01j), (1.047923088073730469e+00+1.486487507820129395e+00j), (-6.284644603729248047e-01+1.115592002868652344e+00j), (-1.353819966316223145e+00-8.722187280654907227e-01j), (-1.059635803103446960e-01-2.053152561187744141e+00j), (1.269983530044555664e+00-9.025084972381591797e-01j), (8.866319656372070312e-01+1.385595679283142090e+00j), (-1.066315889358520508e+00+2.028053045272827148e+00j), (1.594860553741455078e+00+9.415194392204284668e-01j), (-1.238703250885009766e+00+1.029388308525085449e+00j), (1.354293346405029297e+00+1.766265988349914551e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.050000000000000000e+03+0.000000000000000000e+00j), (-1.694472730159759521e-01+1.875535249710083008e-01j), (1.594274342060089111e-01+4.590651988983154297e-01j), (-3.041857779026031494e-01+5.568069815635681152e-01j), (6.100888848304748535e-01-2.475923597812652588e-01j), (2.298460751771926880e-01+2.784706652164459229e-01j), (-5.110471248626708984e-01+2.921565473079681396e-01j), (-7.381973266601562500e-01-1.887675374746322632e-01j), (-9.195990860462188721e-02-5.080513358116149902e-01j), (6.623253822326660156e-01-7.615665346384048462e-02j), (5.880636572837829590e-01+6.201719641685485840e-01j), (-1.570596396923065186e-01+6.367365121841430664e-01j), (-6.572752594947814941e-01-2.049169838428497314e-01j), (-2.072785794734954834e-01-9.409890770912170410e-01j), (-7.667486071586608887e-01+1.289164423942565918e-01j), (1.320955753326416016e-01-6.592088341712951660e-01j), (-9.049010872840881348e-01-2.116310894489288330e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.060000000000000000e+03+0.000000000000000000e+00j), (-1.598900675773620605e+00-1.037829369306564331e-01j), (8.097664117813110352e-01+8.121012151241302490e-02j), (2.264722138643264771e-01-1.719486236572265625e+00j), (-1.313064813613891602e+00+1.144707083702087402e+00j), (-1.223279833793640137e+00+1.441873788833618164e+00j), (2.227131277322769165e-03+6.679053902626037598e-01j), (1.565709829330444336e+00-1.652837544679641724e-01j), (1.875795245170593262e+00-2.346861660480499268e-01j), (5.795449018478393555e-01-1.199873238801956177e-01j), (-1.225383162498474121e+00-6.576617360115051270e-01j), (-1.763182282447814941e+00-1.066213250160217285e+00j), (-6.789669990539550781e-01-5.301854014396667480e-01j), (6.318014860153198242e-01+1.003907680511474609e+00j), (7.416366934776306152e-01-1.855589509010314941e+00j), (3.383182585239410400e-01-4.907382130622863770e-01j), (9.539749622344970703e-01-5.994936451315879822e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.060000000000000000e+03+0.000000000000000000e+00j), (4.275683760643005371e-01-2.825514674186706543e-01j), (-1.876710504293441772e-01-1.044488906860351562e+00j), (7.426109910011291504e-01-1.003629922866821289e+00j), (-1.254649996757507324e+00+2.902821004390716553e-01j), (-2.050039619207382202e-01-6.481855511665344238e-01j), (1.257851123809814453e+00-3.950380086898803711e-01j), (1.361637353897094727e+00+6.391578912734985352e-01j), (-1.728395372629165649e-01+9.942997694015502930e-01j), (-1.484647512435913086e+00-2.508582770824432373e-01j), (-8.635964989662170410e-01-1.478891491889953613e+00j), (6.838057637214660645e-01-9.571772813796997070e-01j), (1.197152853012084961e+00+9.492777585983276367e-01j), (-1.106623187661170959e-01+1.943241357803344727e+00j), (1.368241667747497559e+00+3.047926127910614014e-01j), (-8.604473471641540527e-01+1.266447305679321289e+00j), (1.645692467689514160e+00+1.043260216712951660e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.070000000000000000e+03+0.000000000000000000e+00j), (-2.833796143531799316e-01+5.391812324523925781e-01j), (3.135623335838317871e-01-2.523161470890045166e-01j), (-3.547639846801757812e-01-2.663226425647735596e-01j), (1.085380539298057556e-01+4.440357685089111328e-01j), (3.142144083976745605e-01+6.047939062118530273e-01j), (2.395556271076202393e-01+2.557392120361328125e-01j), (1.325969398021697998e-01-3.697986006736755371e-01j), (1.357889622449874878e-01-6.370756626129150391e-01j), (7.681760936975479126e-02-3.227156996726989746e-01j), (-2.633421719074249268e-01+2.177696228027343750e-01j), (-5.364049077033996582e-01+4.440464079380035400e-01j), (-3.515177071094512939e-01+2.165505588054656982e-01j), (2.671487331390380859e-01-6.465895473957061768e-02j), (-4.978508949279785156e-01-4.125906825065612793e-01j), (-1.796548515558242798e-01-2.264197617769241333e-01j), (8.443893492221832275e-02-2.301595807075500488e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.070000000000000000e+03+0.000000000000000000e+00j), (-1.630286216735839844e+00+4.455333352088928223e-01j), (1.086093306541442871e+00+1.632942706346511841e-01j), (-1.588683128356933594e-01-1.248449325561523438e+00j), (-7.143680453300476074e-01+1.071913480758666992e+00j), (-6.150657534599304199e-01+1.775224208831787109e+00j), (-4.511886090040206909e-02+9.530692100524902344e-01j), (1.009340643882751465e+00-4.511215090751647949e-01j), (1.560432434082031250e+00-9.573383927345275879e-01j), (8.301690220832824707e-01-4.550690650939941406e-01j), (-9.290102124214172363e-01-1.289550662040710449e-01j), (-1.917108297348022461e+00-2.371570765972137451e-01j), (-1.106204152107238770e+00-2.926188409328460693e-01j), (6.372249126434326172e-01+4.300548732280731201e-01j), (-8.912209421396255493e-02-1.823130130767822266e+00j), (1.328831166028976440e-01-7.700930833816528320e-01j), (6.507371664047241211e-01-2.783243954181671143e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.070000000000000000e+03+0.000000000000000000e+00j), (3.488574624061584473e-01-3.651055097579956055e-01j), (-5.315490365028381348e-01-9.563227891921997070e-01j), (3.328394889831542969e-01-1.067277193069458008e+00j), (-9.696078300476074219e-01+5.818215608596801758e-01j), (-1.848427653312683105e-01-6.280554533004760742e-01j), (1.152986645698547363e+00-7.290581464767456055e-01j), (1.300506830215454102e+00+2.476709932088851929e-01j), (-1.816652864217758179e-01+8.805325031280517578e-01j), (-1.558046102523803711e+00+1.366917788982391357e-02j), (-1.031626939773559570e+00-1.139819622039794922e+00j), (6.360034346580505371e-01-8.088905811309814453e-01j), (1.366671800613403320e+00+8.670653700828552246e-01j), (1.738923490047454834e-01+1.756213307380676270e+00j), (1.098619580268859863e+00+3.721169233322143555e-01j), (-8.611670732498168945e-01+1.376134037971496582e+00j), (1.555733680725097656e+00+8.741070032119750977e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.070000000000000000e+03+0.000000000000000000e+00j), (1.572413020767271519e-03+2.099527418613433838e-01j), (4.363203644752502441e-01+1.372711062431335449e-01j), (2.072397172451019287e-01+4.214607775211334229e-01j), (1.277013123035430908e-01-4.655627310276031494e-01j), (2.393202781677246094e-01+1.346801519393920898e-01j), (-1.385281682014465332e-01+5.627658367156982422e-01j), (-4.747399687767028809e-01+3.091600239276885986e-01j), (-2.059605568647384644e-01-3.338285982608795166e-01j), (4.797809123992919922e-01-4.692014455795288086e-01j), (6.429256200790405273e-01+5.047157406806945801e-02j), (3.841856122016906738e-02+4.298217296600341797e-01j), (-6.760448813438415527e-01+1.363581866025924683e-01j), (-5.702772736549377441e-01-4.806210398674011230e-01j), (-4.417814910411834717e-01+2.087890505790710449e-01j), (-1.386332213878631592e-01-6.744818091392517090e-01j), (-7.183951735496520996e-01+1.992213875055313110e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.080000000000000000e+03+0.000000000000000000e+00j), (-1.228493005037307739e-01+5.961117744445800781e-01j), (3.421928286552429199e-01-3.833191096782684326e-01j), (-2.698979973793029785e-01-1.854359954595565796e-01j), (9.953866153955459595e-02+3.294988274574279785e-01j), (4.821135401725769043e-01+4.716944992542266846e-01j), (3.855023682117462158e-01+2.721167206764221191e-01j), (5.677979439496994019e-02-2.713249623775482178e-01j), (-8.812698721885681152e-02-6.471297740936279297e-01j), (-2.384568005800247192e-02-4.586973786354064941e-01j), (-1.341808140277862549e-01+1.590012460947036743e-01j), (-3.331971168518066406e-01+5.908785462379455566e-01j), (-3.195720613002777100e-01+4.008779823780059814e-01j), (1.382674127817153931e-01-8.517828583717346191e-02j), (-5.913555026054382324e-01-2.168684899806976318e-01j), (-3.149222135543823242e-01-1.901209205389022827e-01j), (7.437941152602434158e-03-1.860714256763458252e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.080000000000000000e+03+0.000000000000000000e+00j), (2.291053086519241333e-01-5.119441151618957520e-01j), (-9.861590266227722168e-01-6.959742903709411621e-01j), (-1.424070596694946289e-01-1.076154470443725586e+00j), (-6.270747780799865723e-01+8.826824426651000977e-01j), (-3.508569300174713135e-01-6.769070029258728027e-01j), (8.529219031333923340e-01-1.245090246200561523e+00j), (1.247554421424865723e+00-2.282637506723403931e-01j), (-2.155764028429985046e-02+9.857606291770935059e-01j), (-1.612637758255004883e+00+6.074628829956054688e-01j), (-1.282518029212951660e+00-7.127336263656616211e-01j), (5.891544818878173828e-01-9.126088619232177734e-01j), (1.752913713455200195e+00+4.735030531883239746e-01j), (6.448098421096801758e-01+1.585157513618469238e+00j), (1.122144818305969238e+00+3.445043563842773438e-01j), (-5.264223217964172363e-01+1.706148147583007812e+00j), (1.612880468368530273e+00+4.893107116222381592e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.080000000000000000e+03+0.000000000000000000e+00j), (6.614498794078826904e-02+2.273226231336593628e-01j), (5.214948058128356934e-01-4.210571199655532837e-02j), (3.445196151733398438e-01+3.186451494693756104e-01j), (-2.651373110711574554e-02-4.695573747158050537e-01j), (3.012648820877075195e-01+1.353265941143035889e-01j), (5.495139583945274353e-02+6.464077234268188477e-01j), (-3.551851212978363037e-01+4.159024059772491455e-01j), (-2.647433280944824219e-01-3.353620767593383789e-01j), (3.816875517368316650e-01-6.413502693176269531e-01j), (6.306077837944030762e-01-1.118456721305847168e-01j), (5.447786673903465271e-02+4.718102216720581055e-01j), (-7.220909595489501953e-01+3.160013258457183838e-01j), (-6.372594833374023438e-01-3.602091372013092041e-01j), (-4.855162501335144043e-01+1.818462610244750977e-01j), (-2.808363735675811768e-01-7.146165370941162109e-01j), (-6.675399541854858398e-01+2.645613253116607666e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.090000000000000000e+03+0.000000000000000000e+00j), (5.847721546888351440e-02+5.735878944396972656e-01j), (2.589128017425537109e-01-5.898451805114746094e-01j), (-1.878010928630828857e-01-2.028121650218963623e-01j), (4.157893732190132141e-02+2.781902849674224854e-01j), (6.146379113197326660e-01+2.647342681884765625e-01j), (6.008686423301696777e-01+1.787021905183792114e-01j), (7.197854667901992798e-02-1.701925396919250488e-01j), (-3.515389263629913330e-01-5.514448285102844238e-01j), (-2.771241664886474609e-01-5.474150776863098145e-01j), (-9.266286343336105347e-02+5.280418694019317627e-02j), (-6.346709281206130981e-02+6.637579798698425293e-01j), (-1.459351330995559692e-01+6.246801614761352539e-01j), (3.409574553370475769e-02-1.918458379805088043e-02j), (-6.377706527709960938e-01+4.739865288138389587e-02j), (-4.533099532127380371e-01-4.744565859436988831e-02j), (-4.106451198458671570e-02-1.172734946012496948e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.090000000000000000e+03+0.000000000000000000e+00j), (-1.091278791427612305e+00+1.379163265228271484e+00j), (1.845241189002990723e+00-7.284052968025207520e-01j), (4.993570595979690552e-02-8.306577801704406738e-01j), (-5.041742324829101562e-01+6.830543875694274902e-01j), (7.773443460464477539e-01+1.889927744865417480e+00j), (9.202800393104553223e-01+1.672213315963745117e+00j), (5.121491551399230957e-01-2.055682390928268433e-01j), (4.025148451328277588e-01-1.924849271774291992e+00j), (5.535491108894348145e-01-1.785518527030944824e+00j), (-3.369938731193542480e-01-7.339689135551452637e-02j), (-1.560752034187316895e+00+1.314507246017456055e+00j), (-1.654997467994689941e+00+1.061758637428283691e+00j), (1.102887466549873352e-01+3.734154999256134033e-02j), (-1.474926948547363281e+00-1.243717551231384277e+00j), (-8.722528815269470215e-01-1.085831403732299805e+00j), (1.665934771299362183e-01-3.496847152709960938e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.090000000000000000e+03+0.000000000000000000e+00j), (-3.182417526841163635e-02-7.428390383720397949e-01j), (-1.531371951103210449e+00-9.587956964969635010e-02j), (-7.182973027229309082e-01-9.494505524635314941e-01j), (-1.613862812519073486e-01+1.131210565567016602e+00j), (-7.771665453910827637e-01-7.612565159797668457e-01j), (1.895395070314407349e-01-1.883375763893127441e+00j), (1.104164838790893555e+00-7.417977452278137207e-01j), (3.139849007129669189e-01+1.310320734977722168e+00j), (-1.493897438049316406e+00+1.538369655609130859e+00j), (-1.530715703964233398e+00-2.371115088462829590e-01j), (5.487347841262817383e-01-1.367570638656616211e+00j), (2.268153190612792969e+00-3.014405071735382080e-01j), (1.156291246414184570e+00+1.387727975845336914e+00j), (1.525029301643371582e+00+3.295996785163879395e-01j), (7.066623121500015259e-02+2.147311925888061523e+00j), (1.705036759376525879e+00+2.340345680713653564e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.090000000000000000e+03+0.000000000000000000e+00j), (2.533622980117797852e-01+2.012159526348114014e-01j), (4.725205600261688232e-01-4.760506451129913330e-01j), (5.141363739967346191e-01+3.245066106319427490e-02j), (-3.298326432704925537e-01-3.791139125823974609e-01j), (4.751242399215698242e-01-3.702339902520179749e-02j), (5.657690763473510742e-01+6.029700040817260742e-01j), (-7.389793545007705688e-02+5.774492025375366211e-01j), (-5.227757692337036133e-01-2.751787304878234863e-01j), (-8.775874227285385132e-02-9.530689716339111328e-01j), (5.200587511062622070e-01-4.472499787807464600e-01j), (2.967482209205627441e-01+5.681371688842773438e-01j), (-5.541093945503234863e-01+8.353971838951110840e-01j), (-7.956338524818420410e-01-1.746896468102931976e-02j), (-5.511862039566040039e-01+4.077732563018798828e-01j), (-7.321159839630126953e-01-5.990975499153137207e-01j), (-5.592806935310363770e-01+4.965200424194335938e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
