# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.726807951927185059e-01+0.000000000000000000e+00j), (5.686184391379356384e-02+0.000000000000000000e+00j), (3.011235351562500000e+02+0.000000000000000000e+00j), (3.555628967285156250e+02+0.000000000000000000e+00j), (2.170000000000000000e+03+0.000000000000000000e+00j), (7.208517636172473431e-04+6.850738282082602382e-05j), (-3.734376514330506325e-04-1.132655539549887180e-03j), (-5.553282680921256542e-04-3.653749590739607811e-04j), (-8.865936659276485443e-03+2.412158064544200897e-02j), (-1.680630631744861603e-02-1.596548035740852356e-02j), (2.500541321933269501e-02+4.582355730235576630e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726807951927185059e-01+0.000000000000000000e+00j), (5.686184391379356384e-02+0.000000000000000000e+00j), (3.011235351562500000e+02+0.000000000000000000e+00j), (3.555628967285156250e+02+0.000000000000000000e+00j), (2.170000000000000000e+03+0.000000000000000000e+00j), (8.062171400524675846e-04+1.333290856564417481e-04j), (-1.153191697085276246e-04-1.406005234457552433e-03j), (-4.086733679287135601e-04-4.967374261468648911e-04j), (-1.252093538641929626e-02+3.235680237412452698e-02j), (-2.230712585151195526e-02-2.121573686599731445e-02j), (3.381225839257240295e-02+6.272732280194759369e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724739372730255127e-01+0.000000000000000000e+00j), (5.696892365813255310e-02+0.000000000000000000e+00j), (3.011877441406250000e+02+0.000000000000000000e+00j), (3.555185852050781250e+02+0.000000000000000000e+00j), (2.180000000000000000e+03+0.000000000000000000e+00j), (2.193363569676876068e-02-1.738515496253967285e-02j), (-9.832477662712335587e-04+1.484820060431957245e-02j), (-1.804175041615962982e-02-1.076877862215042114e-02j), (8.207929204218089581e-04-5.637374124489724636e-04j), (-2.890542149543762207e-03-3.621545387431979179e-03j), (-4.146461724303662777e-04+3.515697084367275238e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724739372730255127e-01+0.000000000000000000e+00j), (5.696892365813255310e-02+0.000000000000000000e+00j), (3.011877441406250000e+02+0.000000000000000000e+00j), (3.555185852050781250e+02+0.000000000000000000e+00j), (2.180000000000000000e+03+0.000000000000000000e+00j), (3.078359551727771759e-02+9.076023474335670471e-03j), (-1.430740859359502792e-02+8.942218497395515442e-03j), (-1.869690255261957645e-03-2.406245656311511993e-02j), (1.099443645216524601e-03+3.560452023521065712e-04j), (1.269887899979948997e-03-5.173308774828910828e-03j), (-3.500228049233555794e-03+2.101779216900467873e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724739372730255127e-01+0.000000000000000000e+00j), (5.696892365813255310e-02+0.000000000000000000e+00j), (3.011877441406250000e+02+0.000000000000000000e+00j), (3.555185852050781250e+02+0.000000000000000000e+00j), (2.180000000000000000e+03+0.000000000000000000e+00j), (8.717155433259904385e-04-2.907662419602274895e-04j), (-9.197282488457858562e-04-7.286444888450205326e-04j), (-6.813068757764995098e-04-2.055400691460818052e-04j), (-1.103464979678392410e-03+2.425629086792469025e-02j), (-1.724994741380214691e-02-1.338486652821302414e-02j), (2.111391723155975342e-02+4.817751760128885508e-04j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724739372730255127e-01+0.000000000000000000e+00j), (5.696892365813255310e-02+0.000000000000000000e+00j), (3.011877441406250000e+02+0.000000000000000000e+00j), (3.555185852050781250e+02+0.000000000000000000e+00j), (2.180000000000000000e+03+0.000000000000000000e+00j), (1.026879297569394112e-03-7.454196456819772720e-04j), (-1.334332162514328957e-03-5.128794582560658455e-04j), (-7.983879768289625645e-04+1.473574084229767323e-04j), (4.935238976031541824e-03+3.154137730598449707e-02j), (-2.611303701996803284e-02-1.253284513950347900e-02j), (2.754143439233303070e-02-4.903487861156463623e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727542579174041748e-01+0.000000000000000000e+00j), (5.647983029484748840e-02+0.000000000000000000e+00j), (3.012326965332031250e+02+0.000000000000000000e+00j), (3.556195678710937500e+02+0.000000000000000000e+00j), (2.190000000000000000e+03+0.000000000000000000e+00j), (8.609322831034660339e-03-2.788709290325641632e-02j), (8.269066922366619110e-03+1.627988927066326141e-02j), (-2.006639540195465088e-02+3.342330164741724730e-04j), (6.050041993148624897e-04-1.057386165484786034e-03j), (-5.207678768783807755e-03+7.600374374305829406e-05j), (2.512821694836020470e-03+2.570887794718146324e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727542579174041748e-01+0.000000000000000000e+00j), (5.647983029484748840e-02+0.000000000000000000e+00j), (3.012326965332031250e+02+0.000000000000000000e+00j), (3.556195678710937500e+02+0.000000000000000000e+00j), (2.190000000000000000e+03+0.000000000000000000e+00j), (3.409234061837196350e-02-5.022951867431402206e-03j), (-1.347402110695838928e-02+1.693611778318881989e-02j), (-1.051207631826400757e-02-2.088560536503791809e-02j), (1.495427452027797699e-03+2.213173138443380594e-05j), (-2.983180573210120201e-03-5.544298794120550156e-03j), (-1.277038129046559334e-03+4.163349047303199768e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727542579174041748e-01+0.000000000000000000e+00j), (5.647983029484748840e-02+0.000000000000000000e+00j), (3.012326965332031250e+02+0.000000000000000000e+00j), (3.556195678710937500e+02+0.000000000000000000e+00j), (2.190000000000000000e+03+0.000000000000000000e+00j), (8.467774023301899433e-04-1.021799747832119465e-03j), (-1.320974552072584629e-03+1.841334960772655904e-05j), (-9.534041746519505978e-04+4.154741764068603516e-04j), (7.601568475365638733e-03+2.280891686677932739e-02j), (-2.151942066848278046e-02-5.559860728681087494e-03j), (2.035140432417392731e-02-6.679402664303779602e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727542579174041748e-01+0.000000000000000000e+00j), (5.647983029484748840e-02+0.000000000000000000e+00j), (3.012326965332031250e+02+0.000000000000000000e+00j), (3.556195678710937500e+02+0.000000000000000000e+00j), (2.190000000000000000e+03+0.000000000000000000e+00j), (4.833358689211308956e-04-1.346111763268709183e-03j), (-1.400526612997055054e-03+4.784491611644625664e-04j), (-7.871360285207629204e-04+6.943368935026228428e-04j), (1.070689968764781952e-02+2.866671793162822723e-02j), (-2.763187140226364136e-02-6.228073965758085251e-03j), (2.547106146812438965e-02-9.283177554607391357e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721967011690139771e-01+0.000000000000000000e+00j), (5.546258017420768738e-02+0.000000000000000000e+00j), (2.988197631835937500e+02+0.000000000000000000e+00j), (3.526391296386718750e+02+0.000000000000000000e+00j), (2.200000000000000000e+03+0.000000000000000000e+00j), (-4.116255324333906174e-03-2.759052254259586334e-02j), (1.604913175106048584e-02+1.320035010576248169e-02j), (-1.581695303320884705e-02+6.314000114798545837e-03j), (4.925201064907014370e-04-1.711338525637984276e-03j), (-5.346985068172216415e-03+3.056077519431710243e-03j), (3.685457399114966393e-03+1.083888928405940533e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721967011690139771e-01+0.000000000000000000e+00j), (5.546258017420768738e-02+0.000000000000000000e+00j), (2.988197631835937500e+02+0.000000000000000000e+00j), (3.526391296386718750e+02+0.000000000000000000e+00j), (2.200000000000000000e+03+0.000000000000000000e+00j), (2.760944142937660217e-02-1.986134611070156097e-02j), (-5.706497002393007278e-03+2.477361261844635010e-02j), (-1.547466311603784561e-02-1.324629038572311401e-02j), (2.028394257649779320e-03-5.081156268715858459e-04j), (-6.143585778772830963e-03-3.578142495825886726e-03j), (1.052478677593171597e-03+4.344085697084665298e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721967011690139771e-01+0.000000000000000000e+00j), (5.546258017420768738e-02+0.000000000000000000e+00j), (2.988197631835937500e+02+0.000000000000000000e+00j), (3.526391296386718750e+02+0.000000000000000000e+00j), (2.200000000000000000e+03+0.000000000000000000e+00j), (-9.564177162246778607e-05-1.280923723243176937e-03j), (-9.012676309794187546e-04+6.474043475463986397e-04j), (-5.380064249038696289e-04+9.190507698804140091e-04j), (1.151141151785850525e-02+2.146085351705551147e-02j), (-2.219720743596553802e-02-2.095861593261361122e-03j), (1.927235350012779236e-02-9.364346042275428772e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.721967011690139771e-01+0.000000000000000000e+00j), (5.546258017420768738e-02+0.000000000000000000e+00j), (2.988197631835937500e+02+0.000000000000000000e+00j), (3.526391296386718750e+02+0.000000000000000000e+00j), (2.200000000000000000e+03+0.000000000000000000e+00j), (-4.117250500712543726e-04-1.360286260023713112e-03j), (-7.904479862190783024e-04+7.574785850010812283e-04j), (-3.317215596325695515e-04+1.090094214305281639e-03j), (1.589446701109409332e-02+2.564152143895626068e-02j), (-2.774924598634243011e-02-1.523926039226353168e-03j), (2.274369448423385620e-02-1.260919496417045593e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724622398614883423e-01+0.000000000000000000e+00j), (5.648916587233543396e-02+0.000000000000000000e+00j), (3.012367553710937500e+02+0.000000000000000000e+00j), (3.556512451171875000e+02+0.000000000000000000e+00j), (2.210000000000000000e+03+0.000000000000000000e+00j), (-1.833175681531429291e-02-1.165236718952655792e-02j), (2.390031330287456512e-02-2.651227638125419617e-03j), (-6.623706780374050140e-03+6.320608779788017273e-03j), (-2.041647443547844887e-03-1.605194876901805401e-03j), (2.168895676732063293e-03+4.917823709547519684e-03j), (1.077688764780759811e-03-2.496074186637997627e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724622398614883423e-01+0.000000000000000000e+00j), (5.648916587233543396e-02+0.000000000000000000e+00j), (3.012367553710937500e+02+0.000000000000000000e+00j), (3.556512451171875000e+02+0.000000000000000000e+00j), (2.210000000000000000e+03+0.000000000000000000e+00j), (8.250492624938488007e-03-2.710075862705707550e-02j), (1.182150375097990036e-02+2.814718894660472870e-02j), (-1.066567189991474152e-02-6.069573573768138885e-03j), (1.250943983905017376e-03-3.255809657275676727e-03j), (-5.464606918394565582e-03+4.698543809354305267e-03j), (3.633774584159255028e-03+3.893536049872636795e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724622398614883423e-01+0.000000000000000000e+00j), (5.648916587233543396e-02+0.000000000000000000e+00j), (3.012367553710937500e+02+0.000000000000000000e+00j), (3.556512451171875000e+02+0.000000000000000000e+00j), (2.210000000000000000e+03+0.000000000000000000e+00j), (-1.102710608392953873e-03-4.647532477974891663e-04j), (-1.266288163606077433e-04+8.070817566476762295e-04j), (6.306095165200531483e-04+7.629962638020515442e-04j), (1.755581237375736237e-02+1.538066286593675613e-02j), (-2.189837954938411713e-02+5.853696260601282120e-03j), (1.627348549664020538e-02-1.352651510387659073e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724622398614883423e-01+0.000000000000000000e+00j), (5.648916587233543396e-02+0.000000000000000000e+00j), (3.012367553710937500e+02+0.000000000000000000e+00j), (3.556512451171875000e+02+0.000000000000000000e+00j), (2.210000000000000000e+03+0.000000000000000000e+00j), (-1.238409080542623997e-03-8.578946581110358238e-04j), (-2.554891398176550865e-04+9.691660525277256966e-04j), (5.608603823930025101e-04+1.150444149971008301e-03j), (2.194218710064888000e-02+1.829396560788154602e-02j), (-2.883793413639068604e-02+6.568682845681905746e-03j), (2.045867405831813812e-02-1.503508444875478745e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728569716215133667e-01+0.000000000000000000e+00j), (5.714307725429534912e-02+0.000000000000000000e+00j), (3.012157592773437500e+02+0.000000000000000000e+00j), (3.555475769042968750e+02+0.000000000000000000e+00j), (2.220000000000000000e+03+0.000000000000000000e+00j), (-1.757102645933628082e-02-7.046319078654050827e-03j), (2.322183735668659210e-02-7.766887545585632324e-03j), (-6.916155572980642319e-03+4.403282888233661652e-03j), (-3.123589092865586281e-03-5.687289522029459476e-04j), (4.438555799424648285e-03+3.099133726209402084e-03j), (-2.562922891229391098e-04-2.392130671069025993e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728569716215133667e-01+0.000000000000000000e+00j), (5.714307725429534912e-02+0.000000000000000000e+00j), (3.012157592773437500e+02+0.000000000000000000e+00j), (3.555475769042968750e+02+0.000000000000000000e+00j), (2.220000000000000000e+03+0.000000000000000000e+00j), (-2.440637908875942230e-03-2.525981515645980835e-02j), (2.367053553462028503e-02+2.275541052222251892e-02j), (-9.382239542901515961e-03-5.735086742788553238e-03j), (-1.129644108004868031e-03-3.850066103041172028e-03j), (-9.729632874950766563e-04+6.944256834685802460e-03j), (2.576476894319057465e-03-1.700328430160880089e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728569716215133667e-01+0.000000000000000000e+00j), (5.714307725429534912e-02+0.000000000000000000e+00j), (3.012157592773437500e+02+0.000000000000000000e+00j), (3.555475769042968750e+02+0.000000000000000000e+00j), (2.220000000000000000e+03+0.000000000000000000e+00j), (-6.307412404567003250e-04+1.137918734457343817e-04j), (5.091713319416157901e-05+4.940070793963968754e-04j), (5.330134299583733082e-04+3.779744147323071957e-04j), (2.223473787307739258e-02+7.431605365127325058e-03j), (-1.919094100594520569e-02+1.297211926430463791e-02j), (1.068479660898447037e-02-1.721772924065589905e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728569716215133667e-01+0.000000000000000000e+00j), (5.714307725429534912e-02+0.000000000000000000e+00j), (3.012157592773437500e+02+0.000000000000000000e+00j), (3.555475769042968750e+02+0.000000000000000000e+00j), (2.220000000000000000e+03+0.000000000000000000e+00j), (-1.294258632697165012e-03+2.171530504710972309e-04j), (2.516869863029569387e-04+1.098541077226400375e-03j), (1.119385822676122189e-03+4.917376209050416946e-04j), (2.513292431831359863e-02+1.267803926020860672e-02j), (-2.513203211128711700e-02+1.203306578099727631e-02j), (1.576531305909156799e-02-1.840241812169551849e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727536767721176147e-01+0.000000000000000000e+00j), (5.705277249217033386e-02+0.000000000000000000e+00j), (3.013082885742187500e+02+0.000000000000000000e+00j), (3.556209106445312500e+02+0.000000000000000000e+00j), (2.230000000000000000e+03+0.000000000000000000e+00j), (-1.525874808430671692e-02+4.505357239395380020e-03j), (1.411047670990228653e-02-2.478300780057907104e-02j), (-9.443656541407108307e-03+6.237039342522621155e-03j), (-2.217850415036082268e-03+3.629480721428990364e-03j), (4.469844978302717209e-03-3.370210062712430954e-03j), (-1.876181690022349358e-03-5.468331510201096535e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727536767721176147e-01+0.000000000000000000e+00j), (5.705277249217033386e-02+0.000000000000000000e+00j), (3.013082885742187500e+02+0.000000000000000000e+00j), (3.556209106445312500e+02+0.000000000000000000e+00j), (2.230000000000000000e+03+0.000000000000000000e+00j), (-9.309022687375545502e-03-2.030875533819198608e-02j), (3.763553127646446228e-02+1.492843404412269592e-02j), (-1.021594088524580002e-02-1.217797957360744476e-02j), (-5.364455282688140869e-03-2.433108165860176086e-03j), (5.413718055933713913e-03+5.431995727121829987e-03j), (4.257967229932546616e-04-2.633865457028150558e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727536767721176147e-01+0.000000000000000000e+00j), (5.705277249217033386e-02+0.000000000000000000e+00j), (3.013082885742187500e+02+0.000000000000000000e+00j), (3.556209106445312500e+02+0.000000000000000000e+00j), (2.230000000000000000e+03+0.000000000000000000e+00j), (-6.786040030419826508e-04+5.498775863088667393e-04j), (5.996941472403705120e-04+5.606102640740573406e-04j), (7.928829290904104710e-04-3.729632298927754164e-04j), (2.265250496566295624e-02+8.388451533392071724e-04j), (-1.582019031047821045e-02+1.847304590046405792e-02j), (8.379437029361724854e-03-1.897062733769416809e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727536767721176147e-01+0.000000000000000000e+00j), (5.705277249217033386e-02+0.000000000000000000e+00j), (3.013082885742187500e+02+0.000000000000000000e+00j), (3.556209106445312500e+02+0.000000000000000000e+00j), (2.230000000000000000e+03+0.000000000000000000e+00j), (-5.954776424914598465e-04+4.867553361691534519e-04j), (4.603366251103579998e-04+4.902821383439004421e-04j), (8.412386523559689522e-04-2.560048014856874943e-04j), (2.539078146219253540e-02+2.456073416396975517e-03j), (-1.863111555576324463e-02+2.093613334000110626e-02j), (1.107469666749238968e-02-2.171020768582820892e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727406382560729980e-01+0.000000000000000000e+00j), (5.763491243124008179e-02+0.000000000000000000e+00j), (3.013177490234375000e+02+0.000000000000000000e+00j), (3.556699829101562500e+02+0.000000000000000000e+00j), (2.240000000000000000e+03+0.000000000000000000e+00j), (-9.157309308648109436e-03+8.013637736439704895e-03j), (-4.872777033597230911e-03-3.432598337531089783e-02j), (-1.287786290049552917e-02+1.616936922073364258e-02j), (3.511492162942886353e-03+4.425064194947481155e-03j), (-1.644796691834926605e-03-5.154485814273357391e-03j), (-1.082559931091964245e-03+7.927495753392577171e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727406382560729980e-01+0.000000000000000000e+00j), (5.763491243124008179e-02+0.000000000000000000e+00j), (3.013177490234375000e+02+0.000000000000000000e+00j), (3.556699829101562500e+02+0.000000000000000000e+00j), (2.240000000000000000e+03+0.000000000000000000e+00j), (-1.559134945273399353e-02-8.593625389039516449e-03j), (4.522911086678504944e-02-2.435439266264438629e-02j), (-2.880653180181980133e-02-1.003567129373550415e-02j), (-4.274550825357437134e-03+6.830325350165367126e-03j), (6.151123438030481339e-03-4.658956080675125122e-03j), (-1.582062221132218838e-03-1.037668436765670776e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727406382560729980e-01+0.000000000000000000e+00j), (5.763491243124008179e-02+0.000000000000000000e+00j), (3.013177490234375000e+02+0.000000000000000000e+00j), (3.556699829101562500e+02+0.000000000000000000e+00j), (2.240000000000000000e+03+0.000000000000000000e+00j), (2.845530980266630650e-04+7.962056552059948444e-04j), (6.297174841165542603e-04-4.565508570522069931e-04j), (-1.513322204118594527e-04-8.743823273107409477e-04j), (1.773128472268581390e-02-6.262173876166343689e-03j), (-6.832220591604709625e-03+2.178032509982585907e-02j), (3.756675170734524727e-03-1.964300125837326050e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727406382560729980e-01+0.000000000000000000e+00j), (5.763491243124008179e-02+0.000000000000000000e+00j), (3.013177490234375000e+02+0.000000000000000000e+00j), (3.556699829101562500e+02+0.000000000000000000e+00j), (2.240000000000000000e+03+0.000000000000000000e+00j), (-2.314812008989974856e-04+6.047519273124635220e-04j), (6.083003827370703220e-04+1.757575810188427567e-04j), (1.881199277704581618e-04-6.909809890203177929e-04j), (2.179681323468685150e-02-4.903385881334543228e-03j), (-9.864442981779575348e-03+2.368120476603507996e-02j), (5.498049315065145493e-03-2.240609377622604370e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727923899888992310e-01+0.000000000000000000e+00j), (5.693024769425392151e-02+0.000000000000000000e+00j), (3.012357788085937500e+02+0.000000000000000000e+00j), (3.556560974121093750e+02+0.000000000000000000e+00j), (2.250000000000000000e+03+0.000000000000000000e+00j), (-5.947852972894906998e-03+9.086092002689838409e-03j), (-1.751328818500041962e-02-3.095868043601512909e-02j), (-7.696781773120164871e-03+2.165945805609226227e-02j), (5.642583593726158142e-03+2.361866878345608711e-03j), (-4.091151058673858643e-03-3.660457907244563103e-03j), (-6.942230393178761005e-04+9.797698585316538811e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727923899888992310e-01+0.000000000000000000e+00j), (5.693024769425392151e-02+0.000000000000000000e+00j), (3.012357788085937500e+02+0.000000000000000000e+00j), (3.556560974121093750e+02+0.000000000000000000e+00j), (2.250000000000000000e+03+0.000000000000000000e+00j), (-1.402810309082269669e-02-6.769621744751930237e-03j), (4.110630974173545837e-02-3.109083697199821472e-02j), (-3.258055448532104492e-02-7.541504222899675369e-03j), (-2.502779010683298111e-03+7.895573973655700684e-03j), (4.542062524706125259e-03-5.896711256355047226e-03j), (-1.412580139003694057e-03-8.055159123614430428e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727923899888992310e-01+0.000000000000000000e+00j), (5.693024769425392151e-02+0.000000000000000000e+00j), (3.012357788085937500e+02+0.000000000000000000e+00j), (3.556560974121093750e+02+0.000000000000000000e+00j), (2.250000000000000000e+03+0.000000000000000000e+00j), (2.399462246103212237e-04+9.685158147476613522e-04j), (7.491091382689774036e-04-4.677837714552879333e-04j), (-2.673674898687750101e-04-8.685000939294695854e-04j), (1.490427926182746887e-02-1.208542473614215851e-02j), (1.013855333440005779e-03+2.226916700601577759e-02j), (-3.478480502963066101e-03-1.922485418617725372e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727923899888992310e-01+0.000000000000000000e+00j), (5.693024769425392151e-02+0.000000000000000000e+00j), (3.012357788085937500e+02+0.000000000000000000e+00j), (3.556560974121093750e+02+0.000000000000000000e+00j), (2.250000000000000000e+03+0.000000000000000000e+00j), (1.072201266651973128e-04+8.401844534091651440e-04j), (8.143077720887959003e-04-3.570103435777127743e-04j), (5.229581438470631838e-05-9.309308952651917934e-04j), (2.050646767020225525e-02-8.319136686623096466e-03j), (-6.423877552151679993e-03+2.535378374159336090e-02j), (2.905211178585886955e-03-2.273024804890155792e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726426482200622559e-01+0.000000000000000000e+00j), (5.771162733435630798e-02+0.000000000000000000e+00j), (3.012305297851562500e+02+0.000000000000000000e+00j), (3.556344909667968750e+02+0.000000000000000000e+00j), (2.260000000000000000e+03+0.000000000000000000e+00j), (-3.837994765490293503e-03+7.347244769334793091e-03j), (-2.867381274700164795e-02-1.890217326581478119e-02j), (1.726938877254724503e-03+2.617936953902244568e-02j), (5.584169644862413406e-03-2.526059746742248535e-03j), (-4.619943909347057343e-03+2.894845674745738506e-04j), (-3.067471843678504229e-04+8.862097165547311306e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726426482200622559e-01+0.000000000000000000e+00j), (5.771162733435630798e-02+0.000000000000000000e+00j), (3.012305297851562500e+02+0.000000000000000000e+00j), (3.556344909667968750e+02+0.000000000000000000e+00j), (2.260000000000000000e+03+0.000000000000000000e+00j), (-1.159205008298158646e-02-4.049674607813358307e-03j), (2.161714807152748108e-02-4.699997231364250183e-02j), (-3.870521113276481628e-02+8.239082060754299164e-03j), (4.311053548008203506e-03+7.311856374144554138e-03j), (-1.115807914175093174e-03-6.312726996839046478e-03j), (-1.291741500608623028e-03-2.927558671217411757e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726426482200622559e-01+0.000000000000000000e+00j), (5.771162733435630798e-02+0.000000000000000000e+00j), (3.012305297851562500e+02+0.000000000000000000e+00j), (3.556344909667968750e+02+0.000000000000000000e+00j), (2.260000000000000000e+03+0.000000000000000000e+00j), (7.329721120186150074e-04+3.930076782125979662e-04j), (1.368399680359289050e-04-8.116023964248597622e-04j), (-6.136593874543905258e-04-4.945808905176818371e-04j), (1.022814121097326279e-02-1.391072012484073639e-02j), (6.327522918581962585e-03+2.053420990705490112e-02j), (-6.466967985033988953e-03-1.766736060380935669e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726426482200622559e-01+0.000000000000000000e+00j), (5.771162733435630798e-02+0.000000000000000000e+00j), (3.012305297851562500e+02+0.000000000000000000e+00j), (3.556344909667968750e+02+0.000000000000000000e+00j), (2.260000000000000000e+03+0.000000000000000000e+00j), (7.219503750093281269e-04+2.090401831082999706e-04j), (-5.433461410575546324e-05-6.645952817052602768e-04j), (-6.927111535333096981e-04-1.862460921984165907e-04j), (1.660913601517677307e-02-1.311753131449222565e-02j), (6.332888733595609665e-04+2.548531256616115570e-02j), (-2.152301371097564697e-03-2.230005525052547455e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728693544864654541e-01+0.000000000000000000e+00j), (5.766702443361282349e-02+0.000000000000000000e+00j), (3.013103942871093750e+02+0.000000000000000000e+00j), (3.556952819824218750e+02+0.000000000000000000e+00j), (2.270000000000000000e+03+0.000000000000000000e+00j), (-4.464187193661928177e-03+6.634294055402278900e-03j), (-3.357438743114471436e-02-3.355261171236634254e-03j), (1.490090414881706238e-02+2.640491724014282227e-02j), (2.783639123663306236e-03-6.025885697454214096e-03j), (-3.015151713043451309e-03+2.785443561151623726e-03j), (-2.559480199124664068e-04+1.139768399298191071e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728693544864654541e-01+0.000000000000000000e+00j), (5.766702443361282349e-02+0.000000000000000000e+00j), (3.013103942871093750e+02+0.000000000000000000e+00j), (3.556952819824218750e+02+0.000000000000000000e+00j), (2.270000000000000000e+03+0.000000000000000000e+00j), (-1.117334514856338501e-02-4.070532508194446564e-03j), (-6.893191486597061157e-03-5.171548575162887573e-02j), (-3.447778522968292236e-02+3.082409687340259552e-02j), (9.083593264222145081e-03+1.792167196981608868e-03j), (-4.807136021554470062e-03-3.141802037134766579e-03j), (-1.661968883126974106e-03+3.384579031262546778e-05j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728693544864654541e-01+0.000000000000000000e+00j), (5.766702443361282349e-02+0.000000000000000000e+00j), (3.013103942871093750e+02+0.000000000000000000e+00j), (3.556952819824218750e+02+0.000000000000000000e+00j), (2.270000000000000000e+03+0.000000000000000000e+00j), (6.367438472807407379e-04+3.625325916800647974e-05j), (-8.622702443972229958e-05-5.277901655063033104e-04j), (-5.368369747884571552e-04-1.090421937988139689e-04j), (7.247650995850563049e-03-1.367635652422904968e-02j), (9.842883795499801636e-03+1.730067841708660126e-02j), (-8.866269141435623169e-03-1.613379083573818207e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728693544864654541e-01+0.000000000000000000e+00j), (5.766702443361282349e-02+0.000000000000000000e+00j), (3.013103942871093750e+02+0.000000000000000000e+00j), (3.556952819824218750e+02+0.000000000000000000e+00j), (2.270000000000000000e+03+0.000000000000000000e+00j), (9.354570065625011921e-04+1.408373645972460508e-04j), (-2.639156082295812666e-05-7.211667834781110287e-04j), (-9.737294749356806278e-04-1.069948993972502649e-04j), (1.335867960005998611e-02-1.313155423849821091e-02j), (5.354519467800855637e-03+2.286468818783760071e-02j), (-4.978702403604984283e-03-2.137296833097934723e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727916449308395386e-01+0.000000000000000000e+00j), (5.740011110901832581e-02+0.000000000000000000e+00j), (3.012489929199218750e+02+0.000000000000000000e+00j), (3.556428527832031250e+02+0.000000000000000000e+00j), (2.280000000000000000e+03+0.000000000000000000e+00j), (-2.793021965771913528e-03+1.426396705210208893e-02j), (-2.065364085137844086e-02+2.875770069658756256e-02j), (3.892031311988830566e-02+1.874774694442749023e-03j), (-6.294656079262495041e-03-3.091704100370407104e-03j), (1.587883452884852886e-03+2.417871961370110512e-03j), (1.668809447437524796e-03+1.347332610748708248e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
